ID,target
000137c73,1912622.107854538
00021489f,1776637.783534468
0004d7953,1468128.7866277169
00056a333,4269549.9747025985
00056d8eb,1937784.9937799755
0005fc190,1740819.468405751
000787e86,1902128.2692017278
0008510a0,2068946.804206033
000895faf,1967291.2623034965
000986fba,2751623.3067797073
0009efcc5,1249960.5066501943
000dd8f00,1935955.6087673258
000e1cdc2,1524149.3671398596
00103739c,1883044.5761096177
00134b367,1764212.0451375146
001788d0d,911411.8681813932
0019c8ad7,2793653.278932043
001a267b9,1026448.1653968436
001a85486,1862052.2887269838
001c4de06,2211395.3586670244
001f9014b,1925118.6255664828
00216fb94,1976402.6883097815
00235690e,1960461.696100065
00240739d,1991921.3645173912
0024c3747,1818095.750760845
00297052d,1865893.482394605
002ab8f85,1910741.9293047925
002bed5c0,1932857.734974775
002bf3974,6851988.841200967
002d23a26,1818071.6866009536
002f27de9,1881012.1978473337
0030d8bb4,2169005.08182474
003146acd,1930705.409677399
003223263,1624323.9845419633
00335575e,3437159.7838327787
00337cf9d,4031533.347743533
003394397,2003377.1735800628
0036358a3,1783244.3343132637
003770d30,1295614.1963830504
003bed5ea,1900415.8939510346
003ea6427,3742548.5944952783
003ef8132,1456811.7947303518
003fd1723,2045047.423659482
0041861b4,1180080.8091759959
0042b718b,1583712.835206048
004381d8f,2922819.558408888
0043ca764,1578705.771653634
004486837,2808577.8240718436
0045c123e,2087927.7895343064
0048915c6,2106226.5547164357
004ab9a09,2154893.3493898017
004b2e1c9,4472133.194161239
004c54732,1104886.527812069
004cdefce,1856157.6766986689
004dd971b,4025283.430911562
004f9329b,1911591.755432826
004fd2bca,1524725.0786449206
0054bfedb,1288026.7404705873
0054ec58a,300312.3821445022
00551f45d,12439228.222438179
005777b4c,1276257.9813569603
00578d6ea,2093727.8149622274
005802488,1305638.9390731738
0059833b6,1035645.5088008381
005a70085,2324284.2474642866
005b148a0,1935955.6087673258
005c28df4,1402614.9722432685
005f8dc26,1901178.5308737203
00603c202,6671506.2572840825
006049609,1704035.7313605421
00612f47e,1935955.6087673258
00647a57f,1998323.6430752573
0065853ee,1935955.6087673258
006589d5e,1497804.2024817374
006598823,2579173.4529221016
0065c093c,2407113.831565911
006738351,1541657.5901457216
006a0c6a8,2173279.983597173
006e9efe6,1603264.8371423965
006f029d3,1943410.8628353677
0070f35a2,1893535.36980934
007135f85,1933842.02236857
007285433,4077554.882937266
00735e101,1614502.1912789715
0074ecf4e,1911698.0224941685
007635fa9,1800281.4520458782
007723613,2101170.386231077
007867da9,1929413.003185613
0078bfbd6,1009287.8865395949
0078ce229,1932232.8006305567
007a89d50,1810331.057899327
007d43dfa,2021710.7834590145
007ee9e05,1935756.072309125
007ffeae2,1855826.9644167044
00835c85c,2039904.31141514
0084b08f1,1884824.4323254146
0087fb290,1939091.616550333
0088a96bd,2152360.053167806
008ac4292,3142358.4334599357
008d8cca8,1886002.0773825916
008e07b8c,1737726.9119861636
008e5e25a,3422197.7107182937
0094edcdb,3863897.946348035
00950141c,2122200.7588639557
009566ef1,3982027.9521108293
0095c81d4,1935955.6087673258
0097a6ed4,2191919.912929817
0098fef9a,1099957.6203704523
009b321ec,4826990.812358995
009cd681e,1605472.0790720466
009f34f86,1891564.7471293637
009f35cd3,1837998.3737869489
009f65109,5254404.893008479
00a19014a,1734978.273710727
00a27e76a,777877.1567958327
00a3b6ef7,2065971.6149380775
00a427603,1181505.9547048274
00a6dc8be,1817870.687713127
00a811734,5170853.8081448935
00a8f58a7,1927986.6599270648
00aaae151,1641170.6704988005
00ab17f67,1864029.307435045
00ac2d3a5,1847523.3627986326
00adab1b6,2341128.910753804
00aef0d56,1895514.3531346337
00b0b06c4,1382466.6117192546
00b0e2303,1391331.6622326868
00b1fbbc9,1088085.2209082034
00b43e0c1,4254004.984281478
00b7190a8,1934027.2475133594
00b722e1b,1468181.7909622367
00bba815f,2521079.0080772555
00bbb1c42,1834785.4483474107
00bc2b665,1871020.4227813364
00bc35689,2129909.2218562425
00be23f52,4154001.7455919893
00be24ac5,1510629.0249255642
00bfd0f70,1761727.4680076106
00c02f73e,2364156.4282021197
00c08e5b3,1895137.662667879
00c8690ff,1610265.4252445672
00c8df4d5,2405499.2867796677
00c8e30de,1507498.23010512
00ca3fb04,1986664.1526939413
00cabf621,1927456.5398076696
00cb48ae3,1739367.660718755
00cb6b147,1917606.804294625
00cc91a22,3513036.0565573345
00cd65e9d,2991227.5467018653
00cd7d6a8,945244.1712073612
00cdc1483,1953161.1633553416
00ce9bea5,1341592.2207365348
00cea0091,2730176.0940800644
00cea68c6,1703394.896493292
00d5a5975,2234223.169862399
00d80a3a4,15682131.83940832
00d9f3864,958516.1005407321
00da4bd31,1963278.000587861
00df4dd77,1828699.1177339305
00e1a55bf,1935955.6087673258
00e332971,1951798.8086514603
00e5b6b1b,2810451.030356616
00e85d5e3,1801079.8970436084
00e90abfa,2443051.129294734
00e9708b4,1903870.7503171212
00e9c680f,6754823.8526469255
00eaa4394,2017345.317601204
00eae8832,2849887.5163267264
00ebefdc0,2101683.861805326
00ecbcb1b,1564702.3774614318
00ed49382,8510465.147080285
00ed87564,1916024.3357370715
00ef96cfd,118028.80728066739
00efe7ca3,1793858.8269929443
00f36aa18,1936434.0107348037
00f3fb071,1842318.7873676687
00f43f548,1880907.1563112163
00f4d58ec,1935955.6087673258
00f56e106,1803490.481905957
00f84d8c2,1469483.708366056
00f92953b,1935473.927324582
00fa1d469,3287667.778974984
00ff96f49,2844423.0703262617
0100ce0d8,5311402.680052636
0102ea9e1,1815814.8442041345
0104b3af3,1694167.2844173673
010672441,1935955.6087673258
010771ca5,2056740.5488599208
0108aea9f,1935955.6087673258
010a479e1,1803971.8687972922
010d0a2dd,6012667.142439352
010e3cea2,1920579.3684035167
010e5417b,1811950.1771480527
01108a561,326586.48037041485
0110cca98,938013.438304612
011449698,1622895.3113249277
0114795f0,2772139.295094548
011626c20,6872805.089456718
0117c8f27,1532243.5872638251
0117dcb47,3750484.7473037187
0118c34be,2000738.606046374
0119efcb9,1388289.4432821674
011a58e13,1942899.880643719
011b7902b,8506766.851974545
011ca122e,6380525.275273726
012053244,1580319.5354062254
0122a258e,915814.2743324472
0122a4305,1918341.0640995766
01230d8ba,1935955.6087673258
012414f4e,1385578.9950967242
012452125,1457197.178806375
0124529b5,1178528.4254256608
012556288,3234131.821068887
01257c24c,1857572.0371619654
01258b972,1946294.7023446483
0125b64db,1955921.2792352408
01295ef92,1620613.794910589
012a2752f,1933387.1879452027
012b6ba95,2049950.6344572643
012b96b58,1969121.9383907155
012e881b9,1930308.1995275377
012f25e94,1742368.0735604356
012fa70bb,1993934.3164383688
01304fc0a,2108863.705115248
013230913,1958577.2770688764
01336ceb8,1894219.2373151681
0133b85e7,2517959.5382642867
0136f8766,1941863.3535835121
0137356b9,1930871.3332914696
013750184,408244.3381315641
013a3f07c,1936663.0651841091
013cc1c13,2056447.0683969276
013e96334,1332649.7353465792
013fae0b1,1754967.7763357651
014076343,2013970.669435984
0140ea0ba,1424669.333053724
0143ee127,1192949.347131232
014461014,2548013.132789257
01446634f,1560486.158677089
014729fb2,3698416.099681099
014749c88,1998982.3564423434
014787fc1,2082787.360034639
014a6143c,1659446.8935115582
014af25cd,3101239.356251426
014b5797e,1935202.9303844015
014badcb1,1761599.8162762073
014c523b1,5528119.11185472
014e55fdb,1935955.6087673258
014ea0456,1944673.0559414458
0151cc525,1992202.1566820934
015409983,1966562.965072501
015411bfe,2185468.642828445
01560b792,220932.63178069438
0157b07da,1900284.1170713198
01587bbbc,2012632.9412775917
0158ba234,1994994.576560827
01590d52a,6533981.091881482
015a40790,1349808.1736902536
015b07817,1412175.5130827765
015fc3313,4493879.336559213
01604ee4b,1935955.6087673258
016054375,2964232.2493838514
01642dec0,878315.4414231438
0166ab5ea,1964753.7018202168
016b405be,1718753.6151998246
016bdc940,5229772.115160273
016c31d1a,543983.9738536876
016d290da,4724015.301366101
016decdd2,2182546.306101201
016ee1214,2043778.8120415807
016efef23,1931827.6167386346
016f60448,1800024.9785144066
