ID,target
000137c73,1701636.3909262328
00021489f,1671795.6040303705
0004d7953,1514967.3773026937
00056a333,4636779.994606545
00056d8eb,1982533.4212985926
0005fc190,1643295.2353541178
000787e86,2064317.8012874573
0008510a0,2096757.6933347452
000895faf,1865032.1452420594
000986fba,2632379.955584415
0009efcc5,1232285.2833468008
000dd8f00,1972722.5327953757
000e1cdc2,1244696.5983673509
00103739c,1935677.7412606084
00134b367,1770208.634136455
001788d0d,928159.0772822853
0019c8ad7,2774111.9021696663
001a267b9,803626.4460712261
001a85486,2021126.0142037598
001c4de06,2949730.3843999486
001f9014b,1871158.488682646
00216fb94,2043090.0806614254
00235690e,1949609.3261562532
00240739d,1956414.4545610943
0024c3747,1780544.5010021378
00297052d,1892686.0102411367
002ab8f85,2015672.0617996985
002bed5c0,2174116.9443517704
002bf3974,8566915.181007985
002d23a26,2019780.509606943
002f27de9,2049908.5529870132
0030d8bb4,2581662.567295627
003146acd,1953146.622477108
003223263,1527283.3190889177
00335575e,3457391.818320763
00337cf9d,3986166.3144571786
003394397,2002275.5005567935
0036358a3,1936037.936628402
003770d30,1334967.9714748866
003bed5ea,1892137.8708140415
003ea6427,3794477.2350280476
003ef8132,1380995.2069894278
003fd1723,2054938.4557388271
0041861b4,1209527.8488743827
0042b718b,1343016.249868148
004381d8f,2961818.956908468
0043ca764,1738448.3979926666
004486837,3430457.7769256863
0045c123e,1787384.8425187995
0048915c6,2084086.2372987317
004ab9a09,2321623.4227221855
004b2e1c9,4008386.114701575
004c54732,1028597.2294108155
004cdefce,1877978.0651560333
004dd971b,4345305.176346124
004f9329b,1915786.2699076005
004fd2bca,1344831.8243627753
0054bfedb,1268521.623942343
0054ec58a,270203.4129615997
00551f45d,12676944.786288142
005777b4c,1095064.735304774
00578d6ea,2289836.4912190526
005802488,1339305.4657681265
0059833b6,917057.5558524543
005a70085,2352122.3983731563
005b148a0,1972722.5327953757
005c28df4,1305349.8696398698
005f8dc26,1963939.867613773
00603c202,6529342.533690529
006049609,1610862.3178308462
00612f47e,1967243.690808345
00647a57f,2013738.830034924
0065853ee,1972722.5327953757
006589d5e,1292176.3330261346
006598823,3092534.001982817
0065c093c,2696265.7563986275
006738351,1636240.3501337462
006a0c6a8,2231924.7260934752
006e9efe6,1678448.8693025464
006f029d3,2020414.223605485
0070f35a2,1598219.8076447751
007135f85,1972722.5327953757
007285433,5801482.473883456
00735e101,1489770.1388986392
0074ecf4e,1859250.021334667
007635fa9,2032427.7163689926
007723613,2227471.423754574
007867da9,1954815.5593701836
0078bfbd6,901252.7608048327
0078ce229,1967723.7585702182
007a89d50,1984792.8790001695
007d43dfa,1895756.51371111
007ee9e05,1989380.4261357062
007ffeae2,1701895.5670806132
00835c85c,2133654.3646540632
0084b08f1,1873134.5338221383
0087fb290,2022786.1678493845
0088a96bd,1883188.0206854627
008ac4292,3754645.801974689
008d8cca8,1781509.7512960546
008e07b8c,1544989.1787926818
008e5e25a,3118087.507361261
0094edcdb,4172237.5733335786
00950141c,2248436.2249935744
009566ef1,3974240.091338145
0095c81d4,1972722.5327953757
0097a6ed4,2473494.6849039462
0098fef9a,1145294.3326896585
009b321ec,5431842.898886217
009cd681e,1532505.6950851227
009f34f86,1890771.0313251438
009f35cd3,1844699.3750783359
009f65109,5979047.550722622
00a19014a,1998280.2347521954
00a27e76a,678224.0362575031
00a3b6ef7,1999107.9139697433
00a427603,1089779.9002020792
00a6dc8be,1960272.2781914866
00a811734,4838946.268713928
00a8f58a7,1971103.284204452
00aaae151,1615277.0759060846
00ab17f67,1820314.4354187958
00ac2d3a5,1562791.8739648901
00adab1b6,2246916.5918889036
00aef0d56,1897385.2812921968
00b0b06c4,1259095.0851104327
00b0e2303,1243537.4371813205
00b1fbbc9,888423.3713932676
00b43e0c1,5256730.696906016
00b7190a8,1973086.0522125375
00b722e1b,1516892.2147781858
00bba815f,3015721.996971398
00bbb1c42,1933145.7243399592
00bc2b665,1876678.7865715302
00bc35689,2288992.7150578927
00be23f52,3881400.631400175
00be24ac5,1720978.9337061814
00bfd0f70,1640293.3830391471
00c02f73e,2690736.9521017913
00c08e5b3,1945196.9033108247
00c8690ff,1520920.5159930566
00c8df4d5,2402633.6969401333
00c8e30de,1451565.9915378762
00ca3fb04,2171806.551507928
00cabf621,1923334.968466691
00cb48ae3,1471502.4029959051
00cb6b147,1802799.0968621187
00cc91a22,4601637.35899709
00cd65e9d,3306881.8377151196
00cd7d6a8,724610.3967257846
00cdc1483,2059076.7420719278
00ce9bea5,1458774.5479987022
00cea0091,3121019.868787444
00cea68c6,1642671.8052274212
00d5a5975,2603447.3124205666
00d80a3a4,17343213.445189662
00d9f3864,817084.0158691622
00da4bd31,2785291.4009541683
00df4dd77,1759764.5711082586
00e1a55bf,1972722.5327953757
00e332971,1973946.772022583
00e5b6b1b,3880999.480874589
00e85d5e3,1616071.3422589987
00e90abfa,3063345.3940832657
00e9708b4,2062919.7119770977
00e9c680f,7573903.759975119
00eaa4394,2135533.297525402
00eae8832,3218513.1966580837
00ebefdc0,2116429.599736499
00ecbcb1b,1541027.9412420634
00ed49382,7610167.986915327
00ed87564,1943199.3294348607
00ef96cfd,94064.71672277532
