ID,target
000137c73,1790196.0745933477
00021489f,1815724.6010090737
0004d7953,2275805.4582730155
00056a333,3381879.5365738384
00056d8eb,1858800.7533425721
0005fc190,1820854.7143953482
000787e86,1853633.044578598
0008510a0,1861887.730043419
000895faf,1852523.3389809108
000986fba,2522849.1098799226
0009efcc5,1439565.032035113
000dd8f00,1858800.7533425721
000e1cdc2,1603745.7042548275
00103739c,1850936.2955072105
00134b367,1840190.309729264
001788d0d,1398047.8804038141
0019c8ad7,3115677.956548449
001a267b9,1719575.058930486
001a85486,1933364.1853370806
001c4de06,1805220.3212697834
001f9014b,1828979.009836514
00216fb94,1826201.9529540224
00235690e,1858800.7533425721
00240739d,1880489.6300282832
0024c3747,1809182.2820252613
00297052d,1763844.713610122
002ab8f85,1836542.6858236066
002bed5c0,1882334.0806244796
002bf3974,3122886.8947993005
002d23a26,1674213.607296011
002f27de9,1696299.9337861505
0030d8bb4,1983958.5675168142
003146acd,1858800.7533425721
003223263,2145480.735122125
00335575e,2603696.6729118363
00337cf9d,3471169.849855667
003394397,1851403.3083549254
0036358a3,1855393.9063651667
003770d30,1400985.3103740192
003bed5ea,1825100.475522969
003ea6427,2972753.7310530557
003ef8132,1835554.371097867
003fd1723,2283148.9789064373
0041861b4,1686248.29628119
0042b718b,1713999.051152879
004381d8f,3014024.2441145377
0043ca764,1483202.457499608
004486837,2317675.791960379
0045c123e,1769990.581251302
0048915c6,1869710.8455194111
004ab9a09,2943150.291667848
004b2e1c9,4053945.895539563
004c54732,1201956.5511309803
004cdefce,1853031.7655006
004dd971b,3320677.2654805034
004f9329b,1858800.7533425721
004fd2bca,1553040.0766264482
0054bfedb,2083745.6692196452
0054ec58a,486408.87347007886
00551f45d,10319263.568555903
005777b4c,1600727.8806029188
00578d6ea,1837020.0949770182
005802488,1574352.1840093273
0059833b6,1344980.2500101433
005a70085,1996625.6121922398
005b148a0,1858800.7533425721
005c28df4,2315547.101329344
005f8dc26,1871368.4743177975
00603c202,3412493.0881724493
006049609,1815534.9096811775
00612f47e,1858800.7533425721
00647a57f,1858800.7533425721
0065853ee,1858800.7533425721
006589d5e,1739528.2759714213
006598823,2089295.187642049
0065c093c,2661355.284400427
006738351,1702123.6489817742
006a0c6a8,2011041.975258898
006e9efe6,1878285.4381827882
006f029d3,1858800.7533425721
0070f35a2,1593373.5007089146
007135f85,1858800.7533425721
007285433,3098674.847967682
00735e101,1392450.1163856834
0074ecf4e,1850450.4910108855
007635fa9,1639372.5969574044
007723613,1891634.99537891
007867da9,1854820.9307385408
0078bfbd6,729798.271613504
0078ce229,1858800.7533425721
007a89d50,1850478.9860343619
007d43dfa,1820068.182665697
007ee9e05,1731322.6031312158
007ffeae2,1815261.6264729062
00835c85c,1855897.3314623958
0084b08f1,1873083.9964719536
0087fb290,1864056.6766592725
0088a96bd,2194898.149783793
008ac4292,2585124.3405320654
008d8cca8,1785846.4619919152
008e07b8c,1695646.4614070368
008e5e25a,2139895.7011816544
0094edcdb,4699724.0459263455
00950141c,1902817.6190882006
009566ef1,2773164.3152833553
0095c81d4,1858800.7533425721
0097a6ed4,1979822.4925365795
0098fef9a,1352643.208552755
009b321ec,2914945.5961647704
009cd681e,1819439.8247529985
009f34f86,1849266.4391193194
009f35cd3,1829544.399248487
009f65109,4755145.942714071
00a19014a,1868139.8965336005
00a27e76a,1262209.924918677
00a3b6ef7,2008942.620461838
00a427603,914841.7777349906
00a6dc8be,1773727.9543621396
00a811734,3584286.3306241827
00a8f58a7,1858800.7533425721
00aaae151,1828256.7524350455
00ab17f67,1862632.8652337668
00ac2d3a5,1779597.1722528688
00adab1b6,1615981.2068138476
00aef0d56,1855912.0713395944
00b0b06c4,1609545.086481054
00b0e2303,928374.4991884101
00b1fbbc9,1389827.581980317
00b43e0c1,3009004.669045538
00b7190a8,1855789.757794867
00b722e1b,2160434.0144039937
00bba815f,1736723.6291012713
00bbb1c42,1856374.9889077214
00bc2b665,1841444.3797299394
00bc35689,2276210.472756722
00be23f52,3454718.2227099994
00be24ac5,1593596.4604194963
00bfd0f70,1736149.5806972228
00c02f73e,2139523.7207458965
00c08e5b3,1739195.9150064455
00c8690ff,1663985.3369023663
00c8df4d5,2709555.9852182916
00c8e30de,1831864.7913476338
00ca3fb04,1809599.5782726188
00cabf621,1851277.8092190733
00cb48ae3,1645267.3152017454
00cb6b147,1669993.600950765
00cc91a22,2110913.671655816
00cd65e9d,2345458.3218807825
00cd7d6a8,1436795.534189374
00cdc1483,1860408.907779759
00ce9bea5,2024961.7445601216
00cea0091,1943057.401347815
00cea68c6,1771613.9668108688
00d5a5975,1963543.5003924707
00d80a3a4,7610692.033188471
00d9f3864,1178955.6132156642
00da4bd31,2019504.0616936535
00df4dd77,1819163.5723447467
00e1a55bf,1858800.7533425721
00e332971,1858800.7533425721
00e5b6b1b,2291452.124266918
00e85d5e3,1858800.7533425721
00e90abfa,1909913.8593448645
00e9708b4,1825494.6829356155
00e9c680f,3614089.794002686
00eaa4394,1854885.8058890435
00eae8832,3182744.372642265
00ebefdc0,1987595.9488470545
00ecbcb1b,1533166.7313498848
00ed49382,6160013.487020279
00ed87564,1854676.298600583
00ef96cfd,208409.45683883308
00efe7ca3,1936054.8278858592
00f36aa18,1858800.7533425721
00f3fb071,1690760.7361150072
00f43f548,2125187.929500618
00f4d58ec,1858800.7533425721
00f56e106,1823230.0614934973
00f84d8c2,1555686.4891089804
00f92953b,1858800.7533425721
00fa1d469,2582143.5487711783
00ff96f49,2668802.087191711
0100ce0d8,2705628.0797653627
0102ea9e1,1759688.914733714
0104b3af3,1783597.6671621823
010672441,1858800.7533425721
